O3,CO,NO,NO2,Nox,SO2,PM10,PM2.5
14.721,1.898,50.874,68.638,119.509,7.938,59.995,31.772
14.725,1.758,43.519,54.137,97.618,3.371,51.664,22.606
22.814,1.276,27.834,37.12,64.84,3.214,36.886,12.511
30.3,1.18,25.886,38.32,64.014,4.737,40.968,18.518
35.607,0.96,10.897,25.213,35.952,2.697,28.713,10.509
14.502,2.079,69.283,59.279,128.441,6.603,33.874,16.658
16.07,1.865,64.598,55.066,119.605,5.991,43.123,21.09
18.013,1.547,44.948,59.35,104.251,6.667,43.9,20.465
34.849,0.942,11.803,28.097,39.68,2.637,40.54,15.075
26.278,1.107,22.297,30.975,53.156,5.947,46.46,16.021
5.506,1.993,77.103,53.824,130.62,6.514,57.924,19.643
13.148,1.452,36.599,33.639,70.188,1.769,33.813,13.211
8.588,1.602,59.632,52.262,111.786,2.186,32.627,19.604
8.059,1.789,82.816,70.278,153.034,4.686,73.536,44.001
8.312,2.843,71.906,86.14,158.049,8.628,92.262,72.965
12.663,2.503,76.684,87.321,163.968,7.47,92.885,68.625
11.938,1.818,50.248,46.191,96.179,2.574,145.338,44.562
21.768,1.306,24.625,43.013,67.505,3.318,89.774,25.33
39.617,0.6,6.841,16.847,23.571,2.378,38.013,8.897
36.831,0.865,9.562,23.643,33.142,3.628,22.152,9.64
16.981,,62.547,36.448,98.995,3.349,57.396,26.736
19.456,,39.569,32.894,72.463,2.82,48.122,16.86
20.144,,11.802,26.125,37.927,3.171,38.501,13.315
17.142,,8.752,22.163,30.915,2.333,19.986,8.819
15.649,,21.395,29.188,50.582,3.355,19.023,11.248
19.01,,17.188,29.557,46.745,5.025,35.196,24.306
23.684,,8.722,26.031,34.753,3.383,26.294,13.888
22.527,,8.172,26.481,34.653,3.71,32.221,12.33
18.255,,20.355,35.303,55.658,3.227,43.27,16.662
19.211,,59.338,35.446,94.784,3.548,29.983,10.372
19.014,,172.465,57.024,229.489,2.719,38.321,21.991
26.353,,43.907,42.42,86.327,2.463,17.889,7.313
19.189,,12.618,27.023,39.641,3.974,34.812,16.555
18.636,,17.213,33.125,50.337,3.22,48.289,17.383
17.714,,33.576,34.854,68.431,3.253,84.074,25.502
16.084,,34.654,32.423,67.077,3.181,59.336,22.073
22.325,,7.889,23.833,31.721,2.563,33.912,9.646
16.609,,26.999,39.337,66.336,4.32,41.736,18.505
11.218,,32.879,43.732,76.611,3.883,54.372,28.199
9.219,,31.256,31.112,62.368,2.286,31.052,17.965
16.397,,14.621,21.492,36.113,2.364,13.747,7.515
9.183,,24.057,30.426,54.527,2.894,18.339,13.228
9.343,,34.648,34.655,69.3,3.185,33.937,26.468
28.873,,13.529,36.881,50.41,4.732,26.678,22.74
19.762,,34.251,45.192,79.444,3.896,47.42,19.521
23.026,,26.026,47.969,73.994,7.014,58.864,24.279
18.945,,51.189,42.435,93.624,5.277,67.871,23.905
5.683,,56.927,40.69,97.617,4.29,78.728,26.007
5.513,,40.664,39.211,79.874,6.614,100.971,31.929
5.645,,28.498,32.893,61.39,3.462,46.518,15.645
5.65,,67.549,43.774,111.321,4.557,116.699,31.394
5.452,,50.962,39.714,90.675,3.485,74.738,23.465
5.569,,46.112,32.323,78.433,3.206,65.019,19.203
5.658,,66.649,37.3,103.947,4.485,65.366,23.909
17.866,,60.784,35.872,96.646,4.592,65.041,25.876
18.86,,28.019,32.237,60.255,3.639,42.94,13.841
18.12,,49.57,35.075,84.645,3.015,57.975,20.341
15.375,,83.32,42.48,125.8,3.8,75.025,25.624
16.999,,41.797,42.071,83.861,3.704,49.644,17.179
17.812,,160.344,46.272,205.8,4.651,78.55,30.264
17.45,,105.442,55.271,160.713,7.056,97.139,28.476
12.416,,46.361,48.833,95.132,4.039,151.06,35.569
22.519,,17.469,32.997,50.622,2.362,84.774,18.526
25.064,,7.926,26.806,34.731,2.723,44.217,14.795
20.354,,46.49,46.383,92.872,4.491,55.322,16.969
19.341,,29.115,43.686,72.793,4.008,71.154,15.811
19.584,,19.722,37.528,57.244,3.337,191.158,31.647
17.662,0.379,18.191,29.554,47.745,3.468,99.787,14.021
18.73,0.709,45.881,38.186,84.06,5.275,46.968,13.348
19.54,0.474,41.801,42.288,84.089,4.864,64.356,18.178
26.496,0.356,11.232,30.047,41.279,4.949,51.844,14.919
20.019,1.004,89.417,48.847,136.611,5.83,87.53,31.572
21.542,1.425,106.776,51.869,158.645,6.844,113.318,36.348
18.363,0.526,24.739,36.624,61.363,6.396,84.82,17.8
17.87,0.781,70.9,50.757,121.657,5.327,109.71,32.136
21.703,0.582,19.231,37.935,57.166,2.665,29.755,14.214
30.35,0.737,61.565,57.163,118.727,6.308,71.602,34.947
34.24,1.65,43.513,70.795,114.308,7.373,86.306,46.742
18.066,1.244,103.828,62.55,166.377,4.941,91.05,34.491
22.151,,30.217,41.643,71.86,4.142,97.289,25.385
25.32,,15.293,33.056,48.349,4.062,63.536,18.635
22.219,,36.654,42.792,79.395,4.246,99.891,27.842
22.321,,35.062,42.58,77.43,4.391,88.614,26.956
22.3,0.634,17.566,38.143,55.625,4.07,67.944,21.915
20.844,0.76,28.585,38.873,67.441,4.162,51.536,17.621
18.863,0.634,41.264,50.293,91.525,4.001,75.878,23.591
18.268,1.441,119.177,54.419,172.739,5.402,94.481,31.398
20.33,1.723,133.164,52.885,184.786,7.405,94.299,34.434
17.39,1.549,145.418,56.36,201.056,7.671,103.467,36.488
21.299,0.539,28.387,41.262,69.636,3.992,89.768,35.284
22.653,1.316,91.26,44.02,137.229,4.438,74.687,28.691
20.379,0.718,64.044,38.177,97.389,4.462,76.968,28.063
22.872,0.83,45.361,40.576,85.937,4.226,122.319,32.494
28.504,0.407,11.122,32.094,43.214,5.566,79.353,20.86
24.05,0.718,24.426,42.763,67.186,6.385,99.662,30.661
19.481,0.793,46.744,49.482,95.917,4.487,78.595,23.995
20.938,0.797,44.85,52.732,97.583,3.919,73.693,33.75
19.713,0.889,63.609,49.858,113.404,5.166,77.506,29.671
,0.616,46.156,42.526,88.655,3.496,59.307,19.272
,1.104,100.698,51.739,153.672,5.418,86.639,30.095
,1.155,110.115,58.523,168.611,6.52,88.777,33.285
,0.51,17.113,42.624,59.717,4.827,107.11,28.979
47.834,0.952,36.308,48.136,84.444,3.638,96.615,28.409
33.393,0.885,29.288,39.598,68.884,4.192,74.948,28.959
20.608,0.654,36.759,44.563,81.13,4.835,89.331,40.556
19.929,0.704,54.635,46.421,101.02,4.03,92.863,27.2
18.867,1.142,107.869,52.602,160.464,5.605,101.833,30.558
30.28,0.751,12.973,34.45,47.417,3.544,107.112,22.161
33.342,0.822,19.074,35.137,54.247,4.944,94.786,31.929
30.274,0.959,36.486,45.185,80.283,6.564,83.544,30.748
27.298,1.202,62.936,50.704,113.598,8.936,116.464,47.072
27.046,1.245,70.22,51.737,121.252,4.816,85.927,26.175
35.405,0.836,11.776,30.445,42.203,4.449,164.429,36.699
25.392,0.756,23.221,37.922,61.134,5.508,115.125,34.89
19.53,0.573,28.28,33.939,62.219,6.286,103.749,29.769
28.268,0.558,34.548,33.624,68.172,4.713,113.133,35.203
30.228,0.725,23.444,41.522,64.946,13.648,101.866,33.045
22.321,1.474,78.942,52.813,131.755,6.337,125.376,41.571
25.481,0.712,25.052,43.573,68.57,4.885,162.389,37.394
27.654,0.541,17.46,39.827,57.288,3.997,130.891,34.288
23.418,0.93,64.786,47.895,112.682,6.063,118.974,39.05
23.369,0.755,29.694,39.523,69.173,4.336,125.978,34.287
20.559,0.788,32.7,45.238,77.89,4.109,86.913,25.112
25.814,0.584,41.041,53.02,94.061,7.352,93.008,29.102
27.374,0.667,27.527,53.131,80.359,5.228,66.086,25.672
26.879,1.109,50.203,55.231,105.314,4.4,75.158,28.502
26.606,0.966,22.817,41.237,64.018,5.236,79.683,25.72
16.873,0.793,41.948,43.767,85.716,6.071,96.213,28.325
17.85,0.667,30.162,37.029,67.191,4.482,84.794,25.654
24.813,0.526,30.233,34.883,65.061,3.915,98.929,22.231
32.376,0.493,22.12,41.571,63.61,4.503,95.283,23.659
28.493,0.52,28.167,48.61,76.724,5.442,87.086,27.722
27.027,0.75,17.805,42.33,60.094,4.333,64.246,22.164
23.339,0.752,23.898,36.691,60.579,5.796,55.443,27.116
23.314,0.948,69.531,54.704,124.209,5.429,64.007,36.86
25.617,1.171,71.25,56.753,126.892,5.953,73.467,28.085
24.15,0.756,71.137,53.952,125.089,10.782,79.665,30.242
25.866,0.583,73.263,52.035,125.151,5.556,63.229,28.238
21.042,0.865,87.902,52.493,140.398,4.184,65.921,29.164
25.187,1.45,89.377,51.337,141.972,6.471,80.712,32.31
22.851,0.52,17.864,41.667,59.502,4.808,87.14,46.862
26.876,0.609,18.67,40.277,58.65,4.199,78.38,31.532
16.61,0.909,43.249,54.604,97.841,4.375,83.971,26.762
20.404,0.792,70.294,50.428,120.72,4.847,63.721,22.351
22.771,1.151,95.839,49.494,144.473,7.617,70.956,25.777
17.899,1.493,121.372,53.123,173.717,5.345,79.716,40.245
26.217,0.717,94.715,49.316,143.991,5.615,122.193,48.025
18.994,0.733,13.634,28.051,41.677,3.268,88.281,21.607
22.897,0.602,21.767,32.286,54.047,3.623,48.855,22.369
21.733,1.068,85.378,46.778,129.626,5.047,64.647,24.447
26.299,0.989,96.697,55.701,152.39,6.068,99.135,42.621
22.529,0.665,16.436,36.56,52.996,2.823,73.539,17.914
26.998,0.684,40.106,39.808,79.917,4.51,87.13,23.907
25.184,0.59,20.894,33.874,54.77,4.028,106.476,24.865
,0.731,8.835,30.109,38.944,4.435,68.017,18.823
,0.524,15.329,36.109,51.456,4.078,67.03,16.451
,1.072,98.194,48.069,146.259,6.25,81.204,25.641
,1.116,126.887,53.809,180.273,5.149,81.737,27.245
,1.104,138.355,56.368,194.59,7.65,115.097,34.925
,1.027,125.677,51.608,177.349,6.208,107.337,32.372
,1.22,78.218,50.48,127.542,5.868,108.216,27.267
,0.826,84.714,44.013,127.532,5.001,103.825,32.36
46.536,0.37,27.006,40.635,67.642,5.18,139.584,26.163
30.959,0.662,17.921,38.739,56.621,6.677,118.331,26.654
25.138,0.659,32.726,41.007,73.734,6.028,100.825,23.349
17.208,1.064,44.766,38.936,83.702,6.903,82.732,16.336
16.665,1.164,96.823,44.978,141.802,6.511,86.279,30.907
20.766,1.646,162.432,55.465,218.198,6.959,102.278,30.801
23.626,0.718,77.34,47.355,124.695,9.278,88.284,25.903
26.807,0.546,123.258,54.285,176.22,9.654,86.611,27.692
22.724,0.625,18.659,37.002,55.661,4.254,108.96,21.755
23.34,0.439,18.311,31.732,50.04,5.076,153.108,15.893
22.53,0.42,25.812,34.566,60.366,5.84,90.769,16.286
20.1,0.537,52.208,45.303,97.525,10.876,72.238,21.409
21.298,0.673,57.596,47.309,104.908,6.798,57.234,17.457
26.023,1.025,74.858,48.818,123.684,7.458,62.941,21.414
28.937,1.024,73.749,46.94,120.696,7.091,66.026,21.309
30.379,0.749,30.846,37.999,68.844,15.508,79.304,28.269
24.183,0.908,37.163,41.503,78.669,21.824,67.741,23.168
24.266,0.919,36.645,42.291,78.921,26.35,61.846,22.436
17.867,1.436,92.726,52.622,145.346,7.204,67.869,25.92
20.556,1.132,100.846,58.031,158.876,5.944,70.491,21.678
18.129,1.28,130.68,49.402,179.682,5.757,65.373,23.309
15.5,1.332,156.503,53.408,209.411,5.071,71.382,21.075
17.886,1.143,118.337,58.252,176.59,6.533,77.228,24.12
24.747,1.288,122.033,63.139,185.514,6.74,91.578,29.325
26.285,1.168,99.749,56.207,153.812,7.234,123.054,26.429
18.51,1.422,136.938,52.144,189.082,7.192,106.113,31.091
22.088,1.027,99.819,54.441,153.376,9.958,115.754,36.515
20.084,1.21,116.276,42.391,158.667,8.03,109.27,38.64
20.019,1.74,168.311,51.664,219.419,4.752,79.857,27.883
18.748,0.992,,,,7.481,91.054,33.025
16.613,0.927,,,,5.987,92.391,29.177
21.923,1.212,,,,6.182,93.87,31.571
17.291,1.137,40.954,45.183,86.137,8.968,97.248,31.446
16.69,1.144,98.13,53.376,151.507,6.531,83.475,29.286
17.95,1.036,83.61,46.197,129.807,7.164,73.276,22.871
17.448,1.529,148.477,56.495,204.972,8.912,87.683,27.281
15.917,1.261,143.928,59.125,202.318,6.809,109.835,36.246
17.808,1.901,166.703,55.839,226.138,6.608,99.297,33.908
19.674,1.384,131.455,53.453,187.384,9.701,112.57,39.64
16.342,2.253,81.837,47.291,127.983,5.615,91.763,33.237
17.158,1.909,113.301,47.87,160.711,4.48,82.059,22.244
17.982,1.257,141.161,50.421,191.759,5.321,90.329,31.226
17.398,1.985,169.468,63.198,232.679,12.602,106.059,35.409
16.91,0.827,92.384,56.196,146.663,7.659,124.26,40.66
19.599,0.598,20.683,33.094,53.752,4.163,134.945,24.009
15.786,0.807,26.307,32.499,58.828,6.289,88.064,22.633
16.945,1.239,79.217,36.787,115.951,5.313,60.513,18.747
17.901,1.472,108.511,47.576,156.055,8.895,78.765,29.819
20.139,1.609,82.989,50.671,133.674,6.497,88.803,33.199
15.571,1.9,152.336,53.516,205.515,8.948,129.636,41.18
15.437,1.179,41.174,41.289,82.472,4.636,133.264,27.98
15.236,1.525,37.629,42.075,79.643,3.941,72.339,17.35
10.993,1.38,60.286,40.499,99.625,4.66,66.32,21.859
17.409,0.751,35.884,34.556,70.101,5.279,45.106,16.037
13.289,0.607,37.157,36.498,73.654,4.674,40.635,21.806
14.86,0.669,43.06,31.917,74.953,2.907,32.473,20.243
15.133,1.296,122.548,43.828,166.343,5.49,56.633,32.492
18.737,1.226,135.551,54.387,189.412,6.483,77.903,51.727
16.633,1.133,109.267,63.077,172.344,8.046,74.22,39.074
18.376,1.454,183.908,72.744,256.653,9.669,92.109,52.027
17.951,1.664,179.147,77.103,256.195,7.198,87.153,47.784
19.322,1.859,159.297,79.231,238.528,9.479,96.008,52.263
22.966,1.551,107.764,79.695,190.477,8.619,102.987,65.984
23.084,1.369,92.121,74.493,166.614,11.781,83.569,48.711
15.485,1.885,179.665,71.713,251.002,6.738,81.388,38.782
17.367,1.729,150.331,66.55,214.44,5.15,77.916,29.94
12.705,2.117,204.652,91.62,297.746,10.447,112.226,56.969
15.761,2.313,274.144,77.089,349.83,8.505,113.39,48.988
15.826,1.56,147.666,63.49,211.941,8.905,108.938,42.714
20.452,1.409,156.425,61.363,218.85,7.194,101.67,52.091
17.317,1.326,132.626,58.085,187.565,6.311,83.737,35.327
20.602,1.245,98.408,65.429,162.618,7.955,87.103,34.699
14.611,1.559,182.009,78.223,260.634,13.697,98.269,46.254
14.681,1.428,147.941,74.421,222.367,7.835,120.979,46.98
12.288,2.385,256.766,69.922,325.778,7.346,117.357,48.347
12.451,1.837,176.831,57.35,237.823,7.391,89.412,30.764
17.136,2.049,141.589,59.669,201.585,5.928,87.878,33.143
12.542,2.372,192.801,88.114,276.88,8.337,115.629,55.746
14.096,2.859,223.78,77.433,306.58,10.533,106.504,52.634
14.168,3.082,257.455,90.733,348.11,12.95,138.522,64.175
18.089,2.609,211.427,74.661,285.404,10.916,131.685,61.315
12.096,2.867,176.309,72.772,247.675,6.925,104.715,41.174
11.882,2.376,189.336,63.405,251.709,6.226,104.669,40.817
10.536,2.489,173.616,57.992,231.528,6.198,109.097,41.729
8.862,2.21,114.028,61.39,175.419,7.51,108.525,40.783
13.802,1.357,29.043,34.862,63.912,4.003,80.3,
9.682,1.237,78.587,43.018,121.603,8.558,66.938,
7.51,1.446,88.342,59.405,147.74,7.155,81.392,
6.566,1.415,95.004,47.323,141.857,7.078,56.904,
4.696,0.869,88.858,38.854,127.715,5.553,45.278,
6.244,0.899,27.205,27.645,54.851,5.073,23.376,
7.843,1.317,72.328,38.19,110.518,6.13,39.267,51.63
9.567,1.031,93.727,43.437,137.164,4.218,44.779,32.422
7.529,1.481,79.365,45.633,124.998,7.4,42.241,32.69
8.041,0.887,58.491,46.754,105.244,8.828,44.069,31.531
6.483,0.955,100.543,46.712,147.256,12.043,65.388,44.54
6.233,0.955,73.978,42.488,116.466,5.287,52.478,32.475
15.804,0.692,19.016,32.162,51.158,6.222,29.366,16.454
5.437,0.784,37.807,39.232,77.037,7.858,23.181,14.571
6.225,0.785,44.27,32.968,77.233,17.255,19.214,24.175
6.854,1.384,46.741,34.494,81.281,19.922,,44.529
6.636,0.888,67.309,36.136,103.425,13.066,59.212,41.937
10.412,0.953,36.395,36.212,72.599,9.92,61.289,46.367
6.751,0.961,44.949,43.647,88.593,11.084,105.223,46.495
7.186,1.091,58.297,44.295,102.598,8.359,70.974,32.619
5.301,0.765,54.901,41.136,96.164,11.682,57.414,24.367
5.737,1.186,42.445,39.59,82.032,7.252,28.992,16.798
7.123,1.163,79.095,50.071,129.166,5.459,56.188,27.197
6.115,1.542,104.361,51.796,156.157,10.322,102.79,50.64
6.086,1.274,121.367,60.62,181.984,10.385,148.149,65.388
3.871,1.223,97.061,50.582,147.627,8.398,105.085,55.364
7.014,1.029,97.528,42.966,140.5,11.812,69.831,36.833
7.806,1.608,121.359,48.877,168.635,7.054,106.576,47.793
10.735,0.822,50.536,37.447,88.007,4.433,30.734,18.354
4.202,1.318,173.609,34.813,208.421,4.938,38.181,25.52
7.23,1.3,150.084,36.207,186.291,6.402,75.424,38.377
7.068,1.376,136.9,39.075,175.975,9.358,96.118,48.424
6.546,1.619,143.699,38.062,181.76,10.545,115.239,55.501
9.594,1.901,71.669,37.799,109.468,14.273,82.09,42.022
7.834,1.241,85.683,38.29,123.946,10.229,106.34,48.417
8.663,1.524,60.51,38.413,98.986,10.276,111.404,46.732
11.173,1.043,33.325,39.409,72.711,8.22,82.832,37.909
6.342,1.354,84.924,56.118,141.039,10.383,94.327,39.673
5.901,1.65,97.013,63.777,160.789,15.017,98.204,54.311
5.582,1.245,45.481,50.449,95.93,12.089,108.609,50.504
6.335,1.423,94.814,44.742,139.556,6.946,84.268,38.881
7.711,1.654,134.8,46.754,182.838,11.812,100.527,47.066
10.067,1.466,122.039,45.447,167.486,6.669,79.931,39.491
7.527,1.664,90.244,54.448,144.692,14.58,117.599,55.356
7.738,1.666,83.068,53.349,136.418,15.868,117.429,48.998
7.258,1.912,67.186,58.821,126.006,9.676,76.355,35.762
12.057,0.856,18.044,28.292,46.323,4.08,24.709,10.328
7.551,2.022,109.716,43.581,153.298,7.389,69.213,29.846
6.737,2.527,189.397,56.944,245.505,15.251,149.185,71.32
5.848,,120.231,57.537,176.901,14.5,105.723,44.052
5.995,,102.368,58.647,161.015,15.441,115.754,58.985
5.047,,148.625,73.486,222.111,18.047,182.807,87.135
6.249,,191.069,71.72,262.853,16.035,171.574,78.392
7.292,2.581,96.47,62.903,159.373,15.007,142.749,66.946
6.861,2.52,202.686,74.637,277.99,17.423,155.201,73.118
6.624,2.5,171.104,70.883,241.023,14.034,174,70.574
6.105,1.854,108.735,47.547,156.282,8.446,101.093,40.184
7.665,2.323,83.218,46.728,129.946,7.202,76.013,27.943
7.782,1.903,171.737,60.983,235.167,12.605,132.394,57.077
7.988,1.842,118.887,60.924,179.811,14.003,130.721,60.501
9.309,1.781,96.828,61.232,158.06,12.653,122.413,52.591
10.102,3.338,86.629,63.419,150.048,11.348,125.781,57.08
8.151,2.05,127.958,74.984,201.407,16.638,136.574,64.963
7.247,3.597,212.695,86.357,298.688,13.53,179.086,71.376
8.164,2.634,108.706,72.022,178.589,15.111,166.932,73.35
7.91,2.014,132.286,74.358,207.598,13.509,161.598,67.907
8.881,1.586,108.111,68.665,175.452,8.256,146.228,55.652
11.273,1.847,100.525,63.276,162.364,9.425,107.743,43.399
10.914,4.299,247.737,68.748,313.679,7.762,124.51,47.368
8.432,1.54,138.533,62.745,199.084,8.057,109.295,38.556
9.616,1.803,125.84,52.667,178.507,6.368,99.009,40.709
9.14,1.448,76.807,51.129,127.936,6.001,69.428,30.341
11.025,1.797,121.896,61.246,182.362,16.328,77.554,32.272
12.53,1.163,29.494,37.095,66.589,4.091,55.421,19.743
11.348,2.265,41.728,37.834,79.562,5.604,40.129,11.931
11.674,1.599,63.502,44.943,107.99,6.095,53.79,16.436
10.861,1.881,101.422,57.243,158.665,6.36,77.387,26.332
5.021,1.783,112.902,62.182,175.084,9.756,84.15,39.684
8.372,1.739,79.85,65.27,145.12,10.161,119.485,36.516
5.37,1.796,134.766,69.416,204.183,11.372,108.879,37.468
9.966,3.666,61.276,66.468,127.741,12.767,133.301,44.474
7.294,1.93,65.539,67.17,132.708,14.082,123.402,37.199
11.521,1.718,42.275,49.683,91.956,6.286,49.712,18.068
15.725,1.138,24.696,38.774,63.461,8.482,39.181,12.313
12.769,1.866,109.597,50.088,159.081,6.981,47.782,10.944
13.427,2.357,199.204,70.053,266.852,5.652,98.067,
13.585,3.113,225.363,67.04,292.402,5.281,107.555,
15.834,2.637,206.166,70.3,275.12,4.882,116.184,
8.074,1.493,131.367,57.49,188.857,4.733,91.948,
9.332,1.837,109.901,46.962,156.852,4.26,40.724,
5.489,2.275,102.044,55.562,157.607,5.387,61.34,
9.333,2.166,175.8,63.74,237.124,8.256,103.78,
9.441,3.004,250.769,69.03,319.601,11.272,130.143,36.983
10.339,2.995,221.074,59.869,282.359,9.586,115.646,53.595
14.945,1.796,129.36,55.364,185.484,8.344,83,22.518
14.199,1.833,138.707,50.85,189.058,8.141,74.523,22.735
14.419,2.449,173.006,65.171,236.24,7.411,76.556,22.968
12.852,3.791,241.378,69.865,308.989,10.082,122.505,35.61
16.425,2.999,172.875,72.618,244.757,10.27,96.071,26.328
13.28,1.642,118.666,76.636,194.465,8.732,118.815,30.308
8.395,1.157,100.961,58.537,159.498,8.953,94.098,25.26
14.958,0.87,25.191,43.358,68.529,4.203,45.522,12.937
25.756,0.861,18.033,30.854,48.845,3.875,37.717,10.881
14.964,1.284,70.448,45.966,116.413,5.738,47.079,16.444
13.309,1.685,136.032,50.782,186.826,7.073,92.04,29.85
12.456,1.713,156.116,50.75,206.865,7.9,102.451,34.652
12.671,2.247,58.52,43.802,102.322,8.601,77.873,18.091
10.617,2.13,46.639,43.044,89.683,7.906,75.786,17.066
16.41,0.924,27.687,34.247,61.933,3.637,79.817,15.284
20.196,0.71,20.972,39.503,60.473,4.116,73.637,16.235
17.022,1.138,64.407,55.23,119.64,10.911,87.975,21.515
17.435,1.922,133.981,65.183,198.097,9.191,104.274,29.72
15.392,2.014,101.057,64.947,166.005,8.83,99.644,28.104
13.846,1.499,79.065,53.048,131.171,5.708,70.26,20.816
15.205,1.669,154.825,53.215,207.32,6.74,82.61,30.034
18.254,1.166,37.747,46.226,83.975,5.565,66.357,23.379
23.574,0.755,15.818,35.719,51.537,4.323,53.467,17.751
18.649,1.712,32.118,38.1,70.196,6.681,36.866,10.711
13.441,2.101,107.097,50.422,156.562,8.768,66.116,20.84
19.025,1.748,103.816,52.153,155.969,10.69,84.927,25.901
16.029,2.068,127.971,55.654,183.624,7.736,101.27,31.921
19.246,1.454,54.318,40.414,94.732,6.272,64.792,20.177
7.619,1.934,81.37,45.446,126.816,7.68,88.162,30.535
9.208,2.051,53.415,38.256,91.663,3.48,45.347,19.36
16.66,1.107,33.392,31.746,65.133,4.118,33.087,11.323
14.756,0.938,44.44,42.435,86.875,9.047,73.557,26.096
11.572,1.277,49.906,54.654,104.56,6.961,101.33,28.817
15.739,1.325,65.313,61.453,126.764,13.669,110.346,37.333
10.397,1.908,111.135,50.374,161.502,6.688,159.693,62.618
10.52,0.907,86.856,49.395,136.252,4.65,114.174,39.329
14.784,1.261,46.063,42.011,88.072,3.752,59.716,19.231
24.231,0.924,15.702,31.067,46.767,3.21,36.997,10.402
23.969,1.431,30.578,34.545,65.115,4.113,35.155,13.505
28.258,1.303,18.32,29.783,48.089,4.187,32.196,11.083
29.562,0.942,6.253,22.878,29.058,4.69,32.554,14.625
17.973,1.035,10.299,25.374,35.671,3.394,12.654,7.172
20.009,1.447,33.321,32.169,65.487,4.317,20.774,12.478
27.129,1.241,14.74,32.868,47.264,5.487,38.821,28.982
31.448,0.907,3.168,26.234,29.392,3.355,25.245,16.463
31.022,1.031,4.462,25.814,30.115,3.37,30.415,15.153
26.291,1.555,16.438,35.596,52.005,4.169,39.176,20.482
23.447,1.172,6.328,30.351,36.594,3.929,27.38,14.823
27.397,1.276,20.715,28.461,49.169,4.222,31.687,19.639
40.041,0.634,2.826,15.787,18.61,2.766,16.409,5.415
30.275,1.01,6.31,24.907,31.189,3.526,24.457,16.786
28.567,1.165,10.761,25.971,36.72,3.161,49.639,26.096
24.72,1.96,40.978,33.438,74.408,3.656,65.011,21.798
23.057,1.517,36.581,34.245,70.783,3.826,43.616,16.302
27.674,0.942,9.271,28.324,37.588,2.971,34.383,11.506
20.969,1.386,24.956,44.139,69.075,5.885,43.276,20.348
15.643,1.635,21.61,46.593,68.194,4.391,39.863,24.184
7.591,1.431,40.836,39.256,80.092,3.674,25.375,19.286
18.062,0.981,12.544,27.946,40.449,3.227,19.88,11.511
7.981,1.415,28.013,39.674,67.687,3.413,22.295,19.122
16.549,1.564,28.998,41.856,70.854,4.341,35.493,27.833
22.373,2.018,50.436,42.41,92.846,4.444,35.241,18.163
27.827,1.055,15.315,33.085,48.356,3.082,30.682,14.797
26.791,1.18,24.039,42.28,66.264,3.941,41.113,26.278
31.374,1.26,9.746,42.706,52.395,5.201,44.12,26.869
26.793,1.975,42.406,54.406,96.792,4.745,50.716,29.291
30.261,1.658,18.809,44.86,63.644,3.866,41.1,19.045
26.606,2.316,47.951,57.504,105.449,5.716,35.705,20.999
27.115,1.993,36.606,58.58,95.172,5.023,46.739,24.681
34.495,2.107,43.409,59.666,103.068,5.232,53.218,28.972
26.845,1.591,24.782,51.248,75.927,3.934,53.022,25.671
21.066,2.058,67.148,50.746,117.874,5.177,61.926,24.659
19.917,1.505,31.427,45.966,77.338,4.516,81.015,30.045
26.391,1.183,13.064,36.457,49.358,4.957,56.439,22.872
16.218,2.605,98.398,58.238,154.949,7.642,110.143,37.165
12.444,1.575,34.428,45.769,79.737,3.796,55.195,25.5
23.096,1.127,27.014,38.133,65.093,3.536,51.799,20.583
22.415,1.357,33.277,43.668,76.905,4.45,27.834,16.087
25.159,1.373,29.367,42.42,71.787,3.453,45.693,19.333
33.992,1.045,4.135,29.551,33.654,3.385,31.664,17.083
23.815,1.759,47.258,43.006,90.255,4.274,36.826,19.708
21.634,2.142,81.749,48.512,130.251,5.449,54.281,24.75
29.15,1.13,9.527,34.872,44.353,2.939,53.734,20.051
22.354,2.318,95.362,44.261,139.623,6.07,57.541,23.704
25.646,2.312,88.137,44.711,132.424,6.072,93.036,32.892
17.707,1.478,31.977,44.192,75.942,3.265,155.398,45.919
38.35,0.605,3.004,19.418,22.409,3.147,67.442,20.324
37.715,0.817,3.966,23.011,26.955,3.216,35.044,15.78
34.088,1.741,42.169,45.605,87.761,5.518,56.831,26.126
33.931,1.161,7.536,33.015,40.503,4.037,73.07,26.458
32.878,0.88,13.04,29.575,42.608,3.292,141.673,42.381
24.118,1.139,17.17,30.531,47.638,3.822,72.028,19.946
23.85,1.534,36.181,40.545,76.714,4.892,48.41,20.233
27.084,1.378,26.321,42.199,68.357,5.29,55.665,26.048
40.062,1.074,9.333,26.704,36.03,5.662,44.834,21.12
30.057,1.558,21.486,46.996,68.451,4.868,67.086,30.868
31.15,2.32,64.74,50.135,114.875,6.699,83.287,36.918
30.962,1.566,22.175,38.275,60.237,5.239,108.219,38.269
29.795,1.935,31.06,43.576,74.628,6.214,102.554,40.249
27.81,1.565,12.274,35.553,47.825,2.799,28.106,19.522
50.267,1.899,30.428,53.566,83.99,5.407,85.59,48.614
53.924,1.961,41.455,63.254,104.707,5.706,108.931,55.468
28.025,1.871,66.889,50.181,117.059,5.941,75.576,31.596
34.166,1.204,27.365,37.245,64.61,4.066,85.699,31.786
