O3,CO,NO,NO2,Nox,SO2,PM10,PM2.5
34.662,0.669,10.699,30.005,40.701,3.092,,20.723
31.46,0.954,24.152,48.744,72.896,5.63,,27.7
26.346,0.969,22.319,54.864,77.119,6.909,,38.365
30.22,1.14,28.437,52.593,81.032,5.788,,38.189
35.405,0.901,16.755,43.583,60.306,4.981,,22.228
33.407,1.033,13.792,42.572,56.361,2.853,,20.529
34.833,1.135,21.64,42.505,63.936,4.816,,24.953
38.253,1.244,17.992,42.462,60.451,4.091,,20.268
48.526,1.092,6.979,25.299,32.261,4.781,,17.801
36.489,1.192,27.616,35.508,62.554,6.013,,26.699
41.24,1.121,13.206,41.954,55.126,5.123,,24.391
28.822,1.634,31.377,55.318,86.693,5.183,,27.082
30.325,0.996,17.844,44.218,62.061,3.673,,27.412
30.707,1.097,25.797,48.735,74.535,3.722,,32.594
46.173,0.563,5.634,18.228,23.848,2.997,,18.417
46.286,1.045,5.114,24.723,29.769,3.228,,22.623
40.323,1.49,19.852,42.789,62.417,4.092,,25.194
31.787,2.602,45.278,70.197,115.476,7.112,,36.297
41.145,1.485,20.088,46.667,66.416,3.174,,30.332
43.095,1.181,5.802,28.184,33.981,2.647,,42.322
21.681,1.141,12.855,35.975,48.828,2.748,,40.981
21.074,4.855,27.747,53.593,79.506,6.064,,30.661
28.862,2.826,19.206,35.695,54.864,2.093,,35.496
42.565,1.239,13.745,42.116,55.834,2.595,,37.565
33.739,1.38,36.952,53.038,89.988,5.695,,47.97
39.067,0.736,8.878,34.441,43.274,2.896,,35.513
36.221,1.058,9.931,34.297,44.228,3.057,,26.116
39.061,1.558,45.837,47.988,93.763,4.497,,27.075
28.973,0.955,25.679,50.98,76.66,6.159,,39.057
38.957,0.887,10.758,41.244,51.967,3.506,,50.678
40.2,1.228,31.921,50.098,82.015,4.115,,50.136
41.964,1.089,13.952,51.738,65.671,3.877,,47.833
35.392,0.868,17.82,47.776,65.585,3.368,,45.765
39.7,3.718,16.643,43.745,60.386,3.529,,66.253
25.87,1.496,34.06,47.126,81.189,4.109,,35.71
25.228,1.38,20.976,40.279,61.253,3.256,,37.991
36.678,1.143,12.197,32.988,45.183,2.912,,30.403
47.835,0.919,11.549,29.683,41.185,3.303,,23.457
37.669,1.292,13.44,38.154,51.491,4.143,,45.592
39.02,1.196,9.566,30.507,40.062,3.466,,24.081
40.752,1.133,13.546,35.396,48.938,4.541,,17.618
45.778,1.018,18.856,48.066,66.731,4.456,,20.491
40.182,1.567,24.464,54.111,78.567,4.469,,19.182
38.929,3.178,16.873,49.129,65.971,5.408,,21.339
41.909,1.158,14.415,53.51,67.925,4.174,,25.408
41.481,1.264,23.534,51.308,74.837,2.86,,30.297
36.678,1.837,20.706,54.751,75.425,3.162,,20.347
41.733,1.319,8.056,32.211,40.264,2.651,,22.209
44.99,0.88,10.048,34.169,44.167,2.5,,18.085
37.647,1.272,18.719,37.99,56.653,4.499,,24.909
37.382,1,26.449,35.706,62.152,3.598,,19.61
35.959,0.963,34.748,41.182,75.876,4.478,,17.69
29.612,1.295,31.195,51.59,82.784,4.276,28.609,20.384
38.166,1.492,14.418,42.71,57.127,2.96,30.903,24.439
37.306,1.086,9.565,28.008,37.569,2.981,49.592,16.994
34.555,1.017,17.68,36.406,54.084,4.898,,17.627
30.49,1.398,32.038,46.783,78.82,4.731,,28.262
40.77,1.009,16.953,39.519,56.472,4.016,,39.459
33.466,1.428,11.384,33.919,45.301,3.658,,25.448
22.909,1.441,30.815,41.638,72.455,4.795,,26.133
33.439,1.003,9.094,25.466,34.547,2.939,,25.856
39.451,0.975,5.799,20.124,25.92,2.475,,20.733
34.434,0.834,7.989,25.369,33.354,3.122,,20.955
28.434,1.113,32.324,36.436,68.759,5.469,,25.657
33.171,0.901,18.18,33.908,52.089,2.583,,22.489
27.132,1.223,28.698,38.396,67.083,3.29,,36.359
27.16,1.139,25.544,36.773,62.317,3.291,,30.08
32.333,1.385,24.82,37.106,61.926,4.035,,30.326
34.292,0.851,18.846,31.894,50.677,3.288,,33.659
30.933,0.747,11.299,25.028,36.326,2.664,61.187,26.222
33.479,0.7,6.342,21.753,28.07,2.257,49.215,28.707
27.317,0.909,20.832,30.025,50.858,3.581,76.135,27.673
24.17,0.842,30.462,30.622,61.087,4.593,49.309,17.584
23.489,0.94,26.956,34.67,61.628,3.315,67.86,19.263
28.167,0.801,27.685,39.342,67.031,5.796,80.02,23.841
27.244,0.533,21.976,33.529,55.503,4.156,79.142,20.396
35.648,0.636,16.527,31.694,48.116,3.393,69.078,20.909
32.156,0.514,11.598,21.079,32.514,3.249,77.923,18.106
23.347,0.672,12.538,23.27,35.802,3.449,93.902,18.995
23.495,0.689,12.004,24.587,36.584,3.099,56.473,14.41
31.005,0.913,30.191,32.752,62.811,5.665,53.489,17.925
26.994,1.065,25.063,40.654,65.698,9.105,51.886,18.598
30.941,1.289,18.321,36.121,54.429,8.319,51.243,18.213
36.293,0.969,7.703,31.191,38.881,7.869,44.139,18.335
35.417,0.95,7.811,26.836,34.601,5.126,55.805,19.915
43.536,0.916,13.501,31.828,45.33,7.22,55.585,17.418
28.522,0.911,22.916,35.344,58.261,9.07,51.143,19.9
31.614,1.054,31.987,39.998,71.985,20.294,61.97,23.37
27.892,0.991,29.032,45.624,74.656,5.256,62.187,22.806
21.87,1.06,22.287,39.669,61.95,5.449,46.166,16.654
24.722,1.062,25.915,34.172,60.087,2.602,43.249,13.327
30.546,1.156,29.339,38.903,68.243,3.061,65.344,20.543
29.094,1.385,42.215,42.966,85.169,2.968,76.251,21.576
40.292,1.111,38.761,35.703,74.408,4.015,108.252,27.272
22.445,1.272,32.477,42.915,75.391,4.375,95.541,31.959
24.514,1.191,34.806,40.321,75.118,4.731,87.617,30.561
26.937,1.319,37.279,36.225,73.506,4.123,67.474,31.33
32.528,0.905,18.394,34.139,52.531,4.107,59.784,22.164
29.481,0.959,27.367,37.245,64.563,3.621,50.232,20.656
23.352,1.248,32.739,35.463,68.197,4.22,63.247,28.462
27.875,0.989,34.101,36.254,70.326,4.397,60.07,23.615
24.71,1.347,38.794,41.631,80.424,4.508,62.486,22.974
22.66,1.304,30.195,42.662,72.857,6.657,60.231,25.487
23.178,1.098,23.799,34.619,58.419,4.393,43.369,20.13
24.526,1.512,40.342,41.998,82.337,4.562,54.446,22.757
18.179,1.35,32.799,40.473,73.273,4.031,65.367,22.921
21.669,1.276,41.006,40.265,81.268,4.174,60.637,24.106
24.007,1.311,37.322,41.293,78.614,4.916,69.25,26.387
18.712,1.183,30.273,38.601,68.873,4.293,62.426,24.5
19.042,1.16,35.313,38.784,74.098,5.483,56.395,22.014
18.43,1.084,40.148,39.616,79.744,4.597,57.803,22.434
23.468,1.211,55.545,43.047,98.591,3.462,71.313,24.575
23.417,0.969,34.5,36.245,70.737,3.33,90.182,27.041
21.028,1.014,7.438,19.98,27.413,1.969,98.94,24.68
16.349,0.791,20.204,29.362,49.56,4.789,68.36,21.094
17.683,0.756,30.949,30.763,61.712,5.46,47.066,16.58
21.467,1.036,34.853,38.6,73.455,4.114,58.652,19.6
23.227,0.904,23.979,33.053,57.03,3.56,54.365,21.138
21.743,1.035,39.401,27.181,66.579,2.579,67.215,20.327
21.712,0.937,19.435,29.723,49.154,3.603,79.674,22.772
23.938,1.173,10.634,22.206,32.835,1.954,31.675,13.582
16.139,1.726,39.661,30.183,69.845,4.055,44.931,17.363
15.499,1.19,22.139,29.286,51.423,3.249,34.761,15.989
15.239,1.165,27.066,26.799,53.856,2.894,30.186,18.643
15.906,1.071,22.572,22.272,44.84,1.682,17.619,15.669
14.386,1.257,47.947,31.685,79.633,2.589,31.375,24.829
18.202,1.166,45.409,42.367,87.775,3.956,61.165,48.18
21.03,1.229,46.53,46.827,93.357,4.334,67.782,54.447
20.943,1.387,50.083,54.966,105.043,4.527,69.398,47.727
19.461,1.579,63.368,56.258,119.627,4.022,71.073,44.02
20.849,1.428,55.181,51.081,106.262,4.261,67.322,37.094
29.713,1.306,24.618,51.802,76.417,3.77,59.103,43.464
30.317,1.19,22.574,49.44,71.887,3.055,55.844,45.995
21.581,1.221,44.87,49.309,94.157,4.133,66.25,33.608
18.397,1.366,57.068,49.692,106.757,4.337,61.839,29.47
15.088,1.761,75.131,51.447,126.512,4.348,77.949,29.817
20.786,1.217,,,,3.605,65.924,28.931
16.44,1.932,,,,2.403,64.265,30.083
19.859,1.573,,,,3.591,58.423,32.503
16.12,1.41,,,,4.713,69.696,32.849
20.909,1.543,,,,4.18,67.245,38.525
14.103,1.769,149.373,86.139,234.512,4.124,71.914,42.271
16.905,1.687,57.503,65.613,122.118,4.715,78.258,40.677
17.325,1.434,59.49,60.237,118.71,3.524,75.843,31.978
16.939,1.374,54.406,51.267,104.673,3.128,55.086,24.738
20.038,1.476,56.503,52.722,108.209,2.629,53.62,27.605
21.197,1.508,65.903,69.433,134.945,3.883,70.516,39.834
16.839,1.493,65.716,65.688,131.405,4.332,74.17,37.209
16.444,1.707,112.379,66.163,178.539,4.623,82.327,37.105
21.532,1.418,50.841,69.107,119.948,5.715,78.44,44.642
15.02,1.431,68.012,69.009,137.015,4.793,73.804,40.313
14.71,1.141,49.589,57.3,106.885,4.747,75.328,29.336
15.896,1.209,41.667,49.86,91.524,3.515,59.076,25.47
17.646,1.188,46.431,49.661,96.092,3.694,79.342,30.616
26.23,1.13,15.051,18.481,33.493,1.743,29.119,15.841
11.858,2.128,72.093,45.691,117.784,4.753,53.447,22.538
12.321,1.449,47.695,51.625,99.32,3.618,50.748,32.224
9.863,1.884,103.601,45.652,149.252,3.523,40.967,31.285
9.003,1.239,63.696,39.305,103.004,3.556,36.462,27.052
9.372,0.954,32.481,29.47,61.95,2.684,14.994,13.306
10.007,1.144,63.486,38.523,102.006,4.208,22.086,12.741
11.175,1.177,70.147,42.605,112.746,3.489,32.619,23.426
10.262,1.373,78.018,47.311,125.329,6.205,40.484,31.337
10.14,1.204,47.789,49.787,97.576,3.765,32.889,24.335
13.895,1.502,89.527,45.178,134.704,4.226,38.027,31.743
9.691,1.01,52.736,44.976,97.707,4.439,38.794,27.953
12.134,0.942,25.886,41.664,67.548,7.105,26.014,18.387
8.541,2.037,68.599,45.671,114.269,2.893,18.257,20.339
,1.459,50.395,39.583,89.967,2.316,16.619,
9.151,1.09,68.025,42.243,110.266,6.157,44.792,19.809
6.371,1.008,69.836,41.304,111.14,4.158,57.024,16.692
7.979,1.089,33.943,46.217,80.157,3.068,72.09,25.818
5.075,1.317,70.257,53.746,123.997,12.557,108.932,39.073
7.836,1.229,47.265,41.034,88.298,2.77,49.507,16.436
4.758,1.139,80.904,47.207,128.111,9.994,53.439,15.182
4.992,1.206,68.51,46.121,114.628,3.555,23.224,10.617
6.818,1.588,96.571,50.054,146.596,5.733,51.468,17.235
8.131,2.059,126.798,64.79,191.576,3.774,88.547,31.113
7.7,2.042,125.969,69.055,195.015,6.716,125.633,45.359
6.039,1.758,107.755,52.965,160.721,3.171,89.886,35.529
8.117,1.529,94.7,46.288,140.988,4.533,55.891,20.457
7.434,1.405,75.181,54.644,129.829,6.809,74.514,21.598
7.734,1,38.78,48.864,87.643,7.506,32.174,16.248
7.522,1.446,98.311,46.254,144.563,2.324,23.123,8.722
7.996,1.505,104.139,60.493,164.556,3.763,45.994,14.465
9.282,1.858,133.419,68.96,202.376,3.318,86.125,24.39
9.499,1.757,105.635,61.896,167.533,3.87,92.444,30.573
11.693,1.265,47.551,45.708,93.26,2.176,63.3,24.244
12.33,1.327,89.553,50.842,140.394,8.229,61.212,19.142
10.757,1.624,88.798,60.709,149.443,8.557,91.808,29.957
8.924,1.837,91.357,56.439,147.795,6.091,106.148,51.013
14.175,1.369,34.636,44.309,78.946,6.025,,63.567
10.729,1.396,60.009,47.8,107.803,9.038,,55.686
10.298,2.651,115.634,59.66,175.289,8.511,,73.119
10.521,1.593,53.328,43.088,96.417,8.593,,76.13
11.455,1.544,63.077,35.445,98.521,3.8,,37.909
12.605,1.545,64.677,43.794,108.472,5.507,,39.722
12.963,2.277,83.961,47.959,131.608,4.796,,46.98
10.158,1.974,109.483,55.259,164.745,10.327,,71.201
10.534,1.289,76.381,51.843,128.217,18.154,,72.54
12.711,1.438,47.994,46.166,94.147,2.837,,45.242
16.141,0.36,6.513,20.46,26.934,1.95,,13.876
10.763,1.509,88.354,41.928,130.255,7.569,,26.549
9.696,1.785,107.601,56.753,164.346,12.416,,46.333
9.483,1.844,115.306,51.693,167.001,7.137,,51.438
9.127,2.511,160.737,66.617,227.352,8.74,136.39,80.213
9.437,2.313,147.934,65.073,213.009,8.649,110.436,92.473
10.122,3.166,177.448,79.272,256.719,8.388,114.786,96.641
12.629,2.478,110.218,60.777,170.995,7.089,92.005,86.861
9.834,2.537,147.621,61.84,209.464,15.953,99.244,76.64
8.548,2.77,158.504,65.821,224.335,9.316,83.201,66.41
7.817,1.166,52.065,39.453,91.517,4.139,,37.839
8.944,1.313,65.172,44.149,109.321,6.769,,35.663
8.246,2.046,113.114,61.253,173.948,8.78,,61.411
8.412,3.217,115.556,61.536,177.086,7.846,,62.452
10.251,1.974,80.467,60.312,140.777,5.994,,72.95
9.075,2.11,78.108,62.525,140.632,6.023,,66.152
9.691,2.359,108.419,76.335,184.752,7.953,,93.818
8.666,2.773,152.577,86.437,239.013,14.664,,111.018
7.877,2.695,132.573,85.771,218.342,11.591,,116.016
8.526,2.398,139.288,79.469,218.759,10.77,,119.146
10.11,2.193,123.672,74.238,197.909,11.586,,102.203
10.095,1.572,79.212,62.642,141.852,5.987,,64.239
12.321,1.476,69.683,49.564,119.199,4.304,,28.649
10.615,1.395,47.219,50.437,97.633,4.182,,36.674
21.117,0.812,17.887,32.548,50.414,3.503,,22.175
25.396,0.9,19.43,27.854,47.264,3.358,,14.199
13.264,1.358,56.825,48.876,105.701,9.038,,23.009
15.675,0.676,11.388,30.125,41.463,5.67,,17.756
11.075,1.205,20.998,32.826,53.772,4.525,,17.939
10.301,1.427,45.001,42.216,87.218,5.975,,24.794
9.56,1.765,85.427,50.252,135.677,7.204,,33.76
7.003,2.408,138.382,72.686,211.067,11.119,,67.799
7.233,2.075,111.474,59.254,170.695,9.208,,61.111
6.808,2.021,122.541,64.325,185.845,6.922,,57.05
9.419,2.126,96.847,63.274,160.12,13.684,,58.359
,1.435,56.225,63.875,120.086,10.969,,66.379
,0.984,21.212,37.213,58.414,2.129,,21.109
,0.47,5.502,24.157,29.51,5.888,,10.572
,1.763,68.564,49.857,118.282,8.609,,22.952
,1.985,80.352,60.67,141.019,7.465,,42.651
,1.984,84.42,73.275,157.689,6.823,,61.923
,1.633,66.907,61.654,128.561,4.396,,61.664
,1.339,34.352,48.754,83.099,4.6,,43.959
,0.856,13.016,22.034,35.012,1.757,,12.94
,0.987,52.245,41.468,93.705,3.592,,28.502
,2.279,118.165,50.248,168.417,7.017,,46.247
,1.377,43.867,46.153,89.934,3.41,,26.27
,1.251,50.71,42.011,92.692,8.632,,17.422
,1.139,31.082,40.512,71.566,5.082,42.807,25.515
,1.101,46.777,40.346,86.944,3.866,45.15,20.818
,1.842,66.163,46.483,112.638,4.92,54.592,24.15
,2.124,76.682,51.175,127.861,5.885,63.002,24.742
,1.416,71.282,52.139,123.388,4.308,65.559,25.97
,1.06,41.529,57.887,99.182,5.646,73.504,40.87
,1.185,56.803,48.496,105.224,6.899,79.872,24.68
,0.811,9.722,27.367,36.889,2.582,27.643,10.759
,0.372,4.538,22.15,26.669,2.737,26.342,12.484
,0.604,14.595,31.244,45.657,3.558,27.801,13.875
,0.68,13.423,28.478,41.695,3.519,30.053,11.896
,0.842,24.284,30.991,55.235,4.196,36.433,13.879
31.271,0.706,20.59,33.189,53.72,5.248,39.185,14.716
15.865,0.651,15.58,31.838,47.156,4.442,40.509,14.952
19.051,0.577,14.377,32.814,47.194,3.113,76.549,21.201
18.93,0.704,12.369,36.853,49.222,3.289,64.588,22.022
18.493,1.161,55.973,47.256,103.221,5.979,72.179,29.791
11.352,1.441,62.675,54.655,117.322,6.147,69.112,39.171
15.661,1.398,54.845,51.105,105.881,5.627,71.333,36.843
16.503,1.217,31.919,38.997,70.917,2.978,59.6,27.66
29.491,0.768,15.926,26.66,42.404,2.715,46.312,15.27
27.135,0.781,16.337,33.702,50.035,5.117,48.348,21.402
30.252,0.686,6.809,25.99,32.758,4.013,38.254,16.042
22.872,0.556,13.5,29.119,42.619,4.947,22.531,10.384
13.788,1.077,47.05,40.131,87.179,7.989,40.708,19.436
18.151,1.174,50.371,46.258,96.631,7.278,61.563,28.207
31.075,0.594,12.554,26.71,38.728,5.709,53.57,21.476
35.137,0.38,4.29,19.321,23.553,5.95,44.179,17.542
6.452,1.315,61.319,42.539,103.722,6.673,57.642,26.555
9.006,0.904,21.038,29.744,50.63,6.06,35.011,16.234
16.708,0.415,20.662,28.137,48.753,2.524,23.252,17.222
9.639,0.831,46.192,45.782,91.97,5.885,62.009,43.212
9.306,1.369,70.291,62.263,132.56,8.029,97.898,72.943
14.572,1.004,28.32,53.083,81.402,5.807,80.585,62.453
9.153,1.424,50.45,37.261,87.703,3.891,143.289,52.373
15.886,1.016,22.109,34.699,56.749,3.799,109.065,33.505
35.031,0.458,2.359,14.204,16.492,1.375,50.545,14.728
38.089,0.661,3.24,14.959,18.128,2.999,24.804,7.881
24.473,,29.911,34.228,64.12,3.392,38.582,16.586
26.318,,17.427,31.367,48.7,3.603,38.226,13.78
22.384,,9.656,27.923,37.391,3.621,34.355,17.168
25.615,,7.303,19.22,26.51,3.011,12.773,8.004
22.571,,11.029,27.025,37.969,3.374,17.101,11.417
24.53,,17.578,31.788,49.358,3.722,40.309,26.991
31.529,,4.153,26.693,30.763,3.995,30.522,19.385
29.218,,7.928,28.846,36.731,4.956,40.096,18.408
29.339,,13.541,30.097,43.638,4.634,44.889,20.261
22.681,,9.458,32.173,41.432,3.562,30.43,16.502
27.949,,29.296,28.906,58.129,3.008,35.693,21.061
41.755,,6.416,17.779,24.134,2.568,14.04,8.911
31.839,,4.489,22.945,27.416,3.531,32.28,16.377
25.958,,14.189,31.101,45.233,2.964,69.519,20.845
24.785,,26.194,31.928,58.1,3.405,83.879,28.31
25.607,,27.376,29.734,57.002,3.69,48.97,17.506
30.523,,14.984,26.065,40.883,3.31,39.67,15.362
21.823,,28.606,42.529,71.11,5.79,49.559,17.523
14.301,,28.145,45.706,73.705,4.348,54.958,18.598
10.206,,28.952,36.178,65.001,3.727,33.759,22.529
18.674,,12.154,28.168,40.291,3.54,28.721,19.385
8.753,,20.871,38.925,59.716,4.16,28.919,23.487
15.053,,31.971,45.67,77.607,5.245,45.546,30.224
25.393,,52.856,41.557,94.179,3.866,43.856,20.307
30.844,,17.73,32.286,49.931,3.718,39.615,16.889
24.762,,31.235,45.765,76.892,5.081,51.646,25.904
26.179,,35.605,47.165,82.707,4.943,55.079,30.713
25.809,,54.458,50.363,104.75,4.743,59.423,29.041
30.101,,14.392,38.09,52.239,3.519,42.417,18.721
24.816,,66.258,51.563,116.635,4.225,42.662,20.858
26.34,,27.238,52.22,79.129,4.776,47.328,23.622
32.246,,35.554,55.952,91.404,4.424,58.289,28.914
26.286,,35.866,48.921,84.585,4.695,59.997,24.658
19.939,,69.915,53.053,122.81,4.94,83.732,27.702
18.377,,43.102,48.242,91.29,7.83,81.462,30.326
24.637,,20.197,40.596,60.734,7.506,60.56,23.537
16.191,,76.502,53.431,129.854,7.071,124.518,38.51
12.262,,49.629,46.357,95.943,4.415,65.968,26.375
23.458,,46.215,41.065,87.096,3.758,72.122,26.211
23.192,,57.23,43.148,100.235,4.294,45.509,17.968
25.398,,43.712,40.784,84.373,3.934,48.885,17.996
23.63,,30.98,43.302,74.154,3.886,49.893,22.715
23.077,,50.511,43.771,94.234,4.32,47.734,21.863
20.342,,43.988,48.006,91.897,4.165,57.211,23.297
27.704,,19.053,39.019,58.035,4.323,46.452,18.067
20.012,,57.874,49.935,107.412,6.389,75.698,24.882
22.36,,80.861,46.18,126.38,5.159,100.12,29.77
17.024,,34.727,48.083,82.688,5.279,156.063,41.594
32.44,,22.676,32.926,55.279,3.567,82.345,20.551
36.578,,10.34,26.261,36.563,3.236,44.199,17.293
33.674,,47.059,50.657,94.809,5.493,62.109,24.246
29.408,,22.605,44.281,66.892,4.554,84.062,24.455
29.33,,28.44,38.011,66.232,4.073,231.472,34.717
21.297,,26.352,33.782,59.852,3.591,86.963,22.536
22.343,,47.258,43.934,91.091,4.499,55.406,19.579
32.205,,26.642,36.619,63.001,4.378,60.493,19.999
38.772,,8.79,30.587,39.308,4.284,51.5,17.752
28.783,,52.826,49.064,101.754,5.122,65.972,22.625
26.517,,60.156,48.264,108.333,4.979,99.983,28.827
29.362,,28.843,43.202,71.959,5.055,108.464,32.639
28.967,,44.56,49.399,93.885,5.338,118.233,35.935
27.279,,19.344,39.367,58.639,3.339,36.414,16.386
44.983,,50.617,58.383,108.947,5.922,92.593,44.407
51.983,,32.184,59.109,91.263,5.417,87.335,41.803
26.508,,45.072,54.63,99.535,4.428,73.928,26.423
36.689,,13.429,39.568,52.684,4.248,132.379,24.785
40.489,,10.926,34.719,45.614,4.103,74.474,24.085
31.548,,38.653,43.971,82.594,4.935,119.322,30.788
31.071,,29.278,48.517,77.386,6.366,106.363,31.556
29.346,,22.35,48.845,71.16,4.801,81.306,26.349
34.338,,21.022,43.436,64.354,5.126,65.398,22.59
28.959,,30.299,48.859,78.691,4.527,74.06,24.738
23.825,,82.703,53.115,133.291,6.329,96.724,29.547
26.059,,103.387,57.713,160.897,7.512,89.348,30.298
24.704,,104.656,55.491,160.758,6.435,106.337,37.437
33.161,,18.535,38.491,57.006,4.507,97.452,31.633
44.649,,18.181,28.001,46.029,4.167,68.899,22.335
34.587,,14.466,30.079,44.384,4.213,69.624,19.507
33.183,,23.468,39.758,62.994,4.468,122.125,26.2
37.482,,23.892,38.661,62.412,3.963,91.903,37.263
39.103,,18.623,43.54,62.108,6.34,110.763,31.669
29.43,,40.628,53.989,94.591,7.632,84.727,25.91
32.574,,39.639,51.907,91.456,7.94,85.229,41.017
34.3,,41.224,46.847,87.804,5.751,79.825,27.364
31.816,,35.492,45.825,81.334,4.443,69.897,28.566
30.558,,36.043,52.414,88.319,5.422,95.029,38.329
30.759,,81.041,58.427,139.307,5.984,95.869,35.576
36.052,,29.791,46.41,76.068,6.531,118.067,32.044
30.15,,33.81,44.505,77.917,5.984,108.56,30.968
41.648,,36.643,43.118,79.725,6.135,91.162,28.204
29.686,,57.603,52.669,110.223,7.355,120.136,32.538
30.663,,41.542,46.97,88.446,6.105,99.263,28.672
33.06,,59.523,49.654,109.035,5.948,103.391,27.751
39.681,,25.644,35.751,61.201,4.494,116.651,22.582
34.138,,29.911,42.857,72.502,6.777,98.455,45.7
38.588,,33.129,45.585,78.622,8.183,87.455,28.669
36.978,,54.282,55.402,109.655,9.181,110.68,35.234
36.008,,32.461,53.273,85.505,5.613,88.096,29.238
45.449,,9.298,27.537,36.805,4.251,192.101,32.621
38.626,,20.835,35.292,56.043,5.095,122.947,28.01
26.79,,28.635,41.5,70.091,6.064,117.893,29.814
28.508,,36.991,41.03,77.846,9.66,135.903,32.947
41.036,,24.406,48.598,72.896,6.293,111.091,30.19
32.992,,52.259,53.372,105.558,8.032,122.455,36.335
39.909,,23.002,37.939,60.754,5.165,161.212,31.666
37.618,,13.301,35.269,48.51,4.884,129.065,28.502
39.105,,38.59,46.597,84.958,5.74,122.974,44.158
31.71,,34.155,48.381,82.443,6.256,130.711,46.452
35.043,,27.908,48,75.832,5.644,97.713,33.771
41.673,,50.756,54.402,105.048,6.049,100.96,37.472
44.808,,25.525,57.391,82.658,4.977,80.835,32.424
22.091,,24.883,56.6,81.411,4.441,88.598,40.075
,,16.918,40.931,57.819,5.216,93.774,36.617
,,36.245,46.614,82.7,5.969,101.546,37.497
,,20.589,38.955,59.462,5.443,86.967,32.552
,,24.771,37.293,61.932,5.101,101.406,34.641
,,23.76,37.683,61.295,4.044,78.431,34.8
,,31.516,46.977,78.255,5.02,83.772,32.053
49.926,,20.391,37.587,57.844,7.502,72.611,45.125
39.25,,17.438,35.83,53.185,10.796,59.233,36.668
40.089,,42.419,54.297,96.478,5.988,64.037,43.833
34.608,,47.257,60.209,107.195,6.948,69.244,36.036
31.353,1.501,44.884,58.352,103.064,7.172,71.203,39.376
37.532,1.368,40.327,56.337,96.55,6.5,65.176,35.657
35.262,1.224,41.779,56.881,98.488,5.285,58.129,32.585
36.54,1.493,40.218,52.773,92.891,6.193,78.902,39.282
42.943,0.541,6.909,31.21,38.052,5.024,87.507,34.025
42.627,0.855,17.513,40.712,58.001,4.242,73.893,32.869
31.181,1.148,30.47,47.76,78.006,4.933,88.073,34.43
30.46,1.231,56.333,48.395,104.566,6.846,74.063,35.776
30.948,2.504,79.612,50.65,131.716,,73.822,34.403
28.238,1.237,62.014,54.076,115.942,,65.235,29.328
35.089,1.194,32.003,46.062,77.992,,115.03,42.112
36.583,0.516,6.844,25.459,32.285,,72.33,22.773
36,0.919,16.682,35.244,51.881,2.944,56.551,23.752
28.946,1.561,54.707,54.393,108.879,3.588,64.257,26.107
